"bidder_id","mean_diff_between_bids","sd_diff_between_bids","diff_between_first_last_bids","mean_diff_between_auction_first_bid_user_auction_first_bid","mean_diff_between_auction_last_bid_user_auction_last_bid","mean_bidding_frequency","num_of_bids","num_of_auctions","avg_num_of_bids_per_auction","max_bids_per_auctions","min_bids_per_auctions","num_of_merchandise","type_of_merchandise","num_of_auto_parts_bids","num_of_books_music_bids","num_of_clothing_bids","num_of_computers_bids","num_of_furniture_bids","num_of_home_goods_bids","num_of_jewelry_bids","num_of_mobile_bids","num_of_office_equipment_bids","num_of_sporting_goods_bids","num_of_devices","avg_num_of_bids_per_device","avg_num_of_auctions_per_device","max_bids_per_device","device_of_max_bids","num_of_countries","avg_num_of_bids_per_country","avg_num_of_auctions_per_country","max_bids_per_country","country_with_most_bids","num_of_urls","avg_num_of_bids_per_url","avg_num_of_auctions_per_url","max_bids_per_url","num_of_ips","avg_num_of_bids_per_ip","avg_num_of_auctions_per_ip","max_bids_per_ip","avg_num_of_ip_per_country","max_ip_per_country","country_of_max_ips","device_of_max_ips","mean_ratio_user_bids_total_bids_per_auction","did_put_last_bid_in_auction"
254,1752589473684,2818036769074,8762947368421,3789807017544,8352070175438,10719298245,6,3,2,3,1,1,7,0,0,0,0,0,0,6,0,0,0,4,1.5,0.75,3,"phone815",3,2,1,3,"br",6,1,0.5,1,4,1.5,0.75,3,1.33333333333333,3,"br","phone815",0.005363409203517,"FALSE"
6556,87107992642,1681048132704,77264789473685,22399273182957,22305867585630,1874454068241,888,126,7.04761904761905,648,1,1,8,0,0,0,0,0,0,0,888,0,0,173,5.13294797687861,0.728323699421965,74,"phone36",53,16.7547169811321,2.37735849056604,478,"in",99,8.96969696969697,1.27272727272727,449,641,1.38533541341654,0.196567862714509,23,12.0943396226415,478,"in","phone36",0.00185555802278042,"FALSE"
1640,6253210526316,NA,6253210526316,8348500000000,5274473684210,NA,2,2,1,1,1,1,9,0,0,0,0,0,0,0,0,2,0,2,1,1,1,"phone2287",1,2,2,2,"us",2,1,1,1,2,1,1,1,2,2,"us","phone2287",0.000349068069906699,"FALSE"
693,10530000000000,NA,10530000000000,7356315789474,69659131578947,NA,2,2,1,1,1,1,10,0,0,0,0,0,0,0,0,0,2,2,1,1,1,"phone2",1,2,2,2,"za",1,2,2,2,2,1,1,1,2,2,"za","phone2",0.00211642789851541,"FALSE"
5043,752263157895,NA,752263157895,76084263157894,761789473684,NA,2,2,1,1,1,1,7,0,0,0,0,0,0,2,0,0,0,2,1,1,1,"phone681",2,1,1,1,"ke",2,1,1,1,2,1,1,1,1,1,"ke","phone681",0.00311817124045747,"TRUE"
1475,80597234127,1653116714419,74230052631579,1257069548872,6193951127819,218145825974,922,28,32.9285714285714,347,1,1,10,0,0,0,0,0,0,0,0,0,922,114,8.08771929824561,0.245614035087719,120,"phone718",2,461,14,921,"us",1,922,28,922,869,1.06098964326812,0.0322209436133487,4,434.5,921,"us","phone718",0.0807291387510113,"FALSE"
2313,31784024767,59193526051,13508210526316,4331587399154,4685033807145,1411465306865,426,137,3.10948905109489,42,1,1,6,0,0,0,0,0,426,0,0,0,0,148,2.87837837837838,0.925675675675676,82,"phone4",32,13.3125,4.28125,198,"in",44,9.68181818181818,3.11363636363636,202,328,1.29878048780488,0.417682926829268,15,10.25,198,"in","phone4",0.00490446058492183,"FALSE"
5693,10677430024,14596676344,13592368421053,3719613819825,3952184694865,566822445402,1274,163,7.8159509202454,85,1,1,9,0,0,0,0,0,0,0,0,1274,0,308,4.13636363636364,0.529220779220779,63,"phone4",51,24.9803921568627,3.19607843137255,521,"in",86,14.8139534883721,1.8953488372093,487,783,1.62707535121328,0.208173690932312,236,15.3529411764706,521,"in","phone4",0.0108529351341523,"FALSE"
3576,4073950464396,12482142677653,69257157894737,35937118421052,14280210526315,1360093984962,18,4,4.5,10,2,1,8,0,0,0,0,0,0,0,18,0,0,7,2.57142857142857,0.571428571428571,10,"phone127",2,9,2,13,"se",9,2,0.444444444444444,7,15,1.2,0.266666666666667,2,7.5,13,"se","phone127",0.00982128009411389,"FALSE"
2915,8995736842106,NA,8995736842106,4658342105263,504289473684,NA,2,2,1,1,1,1,8,0,0,0,0,0,0,0,2,0,0,1,2,2,2,"phone48",1,2,2,2,"sa",1,2,2,2,2,1,1,1,2,2,"sa","phone48",0.0044267053701016,"FALSE"
989,17172776315789,29253619184208,68691105263157,20494394736842,40427302631578,65529157894737,5,4,1.25,2,1,1,8,0,0,0,0,0,0,0,5,0,0,4,1.25,1,2,"phone7116",2,2.5,2,3,"id",4,1.25,1,2,4,1.25,1,2,2,3,"id","phone7116",5.45899560709758e-05,"FALSE"
2191,73196198830,645775666097,13175315789474,2793818713450,48308508771929,748274782047,181,18,10.0555555555556,20,1,1,8,0,0,0,0,0,0,0,181,0,0,51,3.54901960784314,0.352941176470588,32,"phone55",7,25.8571428571429,2.57142857142857,150,"id",1,181,18,181,13,13.9230769230769,1.38461538461538,150,1.85714285714286,150,"id","phone55",0.00108134531657818,"FALSE"
5523,275995520716,511996652981,12971789473685,5752953560371,4376281733746,713392190152,48,17,2.82352941176471,31,1,1,7,0,0,0,0,0,0,48,0,0,0,28,1.71428571428571,0.607142857142857,8,"phone4",6,8,2.83333333333333,35,"id",26,1.84615384615385,0.653846153846154,14,35,1.37142857142857,0.485714285714286,5,5.83333333333333,35,"id","phone4",0.0035700067014296,"FALSE"
4728,6339425837320,15707413486794,69733684210526,34647533834586,24402924812029,12428094736842,12,7,1.71428571428571,4,1,1,6,0,0,0,0,0,12,0,0,0,0,11,1.09090909090909,0.636363636363636,2,"phone63",2,6,3.5,11,"ph",10,1.2,0.7,2,6,2,1.16666666666667,7,3,11,"ph","phone63",0.0102606613624926,"FALSE"
4117,NA,NA,0,13627052631579,14263157895,NA,1,1,1,1,1,1,8,0,0,0,0,0,0,0,1,0,0,1,1,1,1,"phone35",1,1,1,1,"in",1,1,1,1,1,1,1,1,1,1,"in","phone35",5.69638279692395e-05,"FALSE"
4044,NA,NA,0,53894736841,77249157894737,NA,1,1,1,1,1,1,8,0,0,0,0,0,0,0,1,0,0,1,1,1,1,"phone8",1,1,1,1,"in",1,1,1,1,1,1,1,1,1,1,"in","phone8",0.0007097232079489,"FALSE"
149,205920332746,3003936136149,67747789473684,50155202359346,6421902903811,578253482972,330,58,5.68965517241379,29,1,1,10,0,0,0,0,0,0,0,0,0,330,66,5,0.878787878787879,36,"phone4",19,17.3684210526316,3.05263157894737,203,"id",63,5.23809523809524,0.920634920634921,88,166,1.98795180722892,0.349397590361446,28,8.73684210526316,203,"id","phone4",0.00336604828736446,"FALSE"
420,47397414589,70833734865,13508263157895,4372900809716,3074404858299,400383805668,286,26,11,203,1,1,6,0,0,0,0,0,286,0,0,0,0,96,2.97916666666667,0.270833333333333,32,"phone4",5,57.2,5.2,281,"vn",87,3.28735632183908,0.298850574712644,132,226,1.26548672566372,0.115044247787611,16,45.2,281,"vn","phone4",0.00495599686923801,"FALSE"
5670,2408122807017,1984806078663,7224368421053,4321842105263,6576842105262,893789473685,4,3,1.33333333333333,2,1,1,10,0,0,0,0,0,0,0,0,0,4,4,1,0.75,1,"phone119",3,1.33333333333333,1,2,"iq",1,4,3,4,4,1,0.75,1,1.33333333333333,2,"iq","phone119",0.000369475049945424,"FALSE"
279,24758192982456,25590201572077,74274578947368,2805236842105,4985763157895,37137289473684,4,2,2,3,1,1,10,0,0,0,0,0,0,0,0,0,4,2,2,1,3,"phone55",3,1.33333333333333,0.666666666666667,2,"us",3,1.33333333333333,0.666666666666667,2,4,1,0.5,1,1.33333333333333,2,"us","phone55",3.65023876373217e-05,"FALSE"
5233,4074236842105,1276476604626,8148473684211,1221210526315,8915491228070,NA,3,3,1,1,1,1,2,0,3,0,0,0,0,0,0,0,0,3,1,1,1,"phone189",2,1.5,1.5,2,"id",3,1,1,1,3,1,1,1,1.5,2,"id","phone189",0.00168413048697241,"FALSE"
6166,16919911973,740045980182,77290157894737,10184239808612,19597699904306,884116846027,4569,275,16.6145454545455,302,1,1,4,0,0,0,4569,0,0,0,0,0,0,408,11.1985294117647,0.674019607843137,446,"phone53",29,157.551724137931,9.48275862068965,1186,"mx",662,6.90181268882175,0.415407854984894,1678,3077,1.48488787780305,0.089372765680858,117,106.103448275862,1186,"mx","phone53",0.111828369367303,"TRUE"
1308,307749307479,493446021093,11694473684211,5794356725145,3539134502923,1858155388471,39,18,2.16666666666667,8,1,1,6,0,0,0,0,0,39,0,0,0,0,14,2.78571428571429,1.28571428571429,16,"phone4",2,19.5,9,35,"id",9,4.33333333333333,2,27,23,1.69565217391304,0.782608695652174,4,11.5,35,"id","phone4",0.00323917655909189,"FALSE"
1150,NA,NA,0,3416263157894,73831052631580,NA,1,1,1,1,1,1,9,0,0,0,0,0,0,0,0,1,0,1,1,1,1,"phone165",1,1,1,1,"br",1,1,1,1,1,1,1,1,1,1,"br","phone165",0.000287108814240597,"FALSE"
313,779632110579,5126196488864,77183578947369,35459494057725,12632011884550,3279551487414,100,31,3.2258064516129,41,1,1,7,0,0,0,0,0,0,100,0,0,0,29,3.44827586206897,1.06896551724138,46,"phone4",6,16.6666666666667,5.16666666666667,85,"id",21,4.76190476190476,1.47619047619048,68,66,1.51515151515152,0.46969696969697,5,11,85,"id","phone4",0.00441956027660593,"FALSE"
4262,4351683807,5614507768,13629473684211,3194528708134,3283112838915,186826531507,3133,132,23.7348484848485,1595,1,1,7,0,0,0,0,0,0,3133,0,0,0,296,10.5844594594595,0.445945945945946,639,"phone4",19,164.894736842105,6.94736842105263,2825,"id",66,47.469696969697,2,1363,986,3.17748478701826,0.133874239350913,80,51.8947368421053,2825,"id","phone4",0.0315404832392774,"TRUE"
5628,NA,NA,0,67939473684209,9365157894737,NA,1,1,1,1,1,1,9,0,0,0,0,0,0,0,0,1,0,1,1,1,1,"phone150",1,1,1,1,"tr",1,1,1,1,1,1,1,1,1,1,"tr","phone150",1.43610069938104e-05,"FALSE"
502,203611303985,2576441132987,77168684210526,10669631578947,17584022097227,6841863031071,380,131,2.90076335877863,20,1,1,3,0,0,380,0,0,0,0,0,0,0,70,5.42857142857143,1.87142857142857,166,"phone4",1,380,131,380,"id",55,6.90909090909091,2.38181818181818,286,92,4.1304347826087,1.42391304347826,18,92,380,"id","phone4",0.0409703963966566,"FALSE"
3979,62120198003,1418169250768,77277526315790,17391763300142,11640733712660,2633275868917,1245,185,6.72972972972973,155,1,1,7,0,0,0,0,0,0,1245,0,0,0,231,5.38961038961039,0.800865800865801,108,"phone4",39,31.9230769230769,4.74358974358974,1016,"in",241,5.16597510373444,0.767634854771784,353,828,1.5036231884058,0.223429951690821,20,21.2307692307692,1016,"in","phone4",0.00635235843389896,"TRUE"
3936,NA,NA,0,1998789473685,2721368421053,NA,1,1,1,1,1,1,9,0,0,0,0,0,0,0,0,1,0,1,1,1,1,"phone76",1,1,1,1,"id",1,1,1,1,1,1,1,1,1,1,"id","phone76",0.00261780104712042,"FALSE"
1110,4068091123,5834194244,13628105263158,3073132762702,3301456018940,445965760253,3351,289,11.5951557093426,196,1,1,9,0,0,0,0,0,0,0,0,3351,0,480,6.98125,0.602083333333333,204,"phone4",76,44.0921052631579,3.80263157894737,1583,"in",284,11.7992957746479,1.01760563380282,899,2071,1.61805890873974,0.139546112988894,49,27.25,1583,"in","phone4",0.0269967305506531,"TRUE"
5543,396222807017,727401740799,11886684210526,4333923076923,4912781376517,1114365497076,31,13,2.38461538461538,12,1,1,9,0,0,0,0,0,0,0,0,31,0,13,2.38461538461538,1,10,"phone28",4,7.75,3.25,16,"za",23,1.34782608695652,0.565217391304348,4,27,1.14814814814815,0.481481481481481,3,6.75,16,"za","phone28",0.00431779764473528,"FALSE"
5199,1542044258373,7874026308275,67849947368421,7421174515235,46684177285318,6180402834008,45,19,2.36842105263158,7,1,1,6,0,0,0,0,0,45,0,0,0,0,2,22.5,9.5,23,"phone33",3,15,6.33333333333333,23,"ph",25,1.8,0.76,11,5,9,3.8,20,1.66666666666667,23,"ph","phone33",0.000408719516922049,"FALSE"
4015,1218331578947,1391660912523,12183315789473,6166847953216,7008140350877,769131578948,11,9,1.22222222222222,2,1,1,10,0,0,0,0,0,0,0,0,0,11,8,1.375,1.125,4,"phone4",4,2.75,2.25,8,"in",6,1.83333333333333,1.5,6,10,1.1,0.9,2,2.5,8,"in","phone4",0.000146225726029936,"FALSE"
1092,18254491228070,31457295746669,54763473684211,22743131578948,53440697368420,NA,4,4,1,1,1,1,8,0,0,0,0,0,0,0,4,0,0,2,2,2,3,"phone79",1,4,4,4,"in",1,4,4,4,3,1.33333333333333,1.33333333333333,2,3,4,"in","phone79",0.000187070800080631,"FALSE"
1361,3129157894737,NA,3129157894737,8698684210525,1707789473684,3129157894737,2,1,2,2,2,1,8,0,0,0,0,0,0,0,2,0,0,2,1,0.5,1,"phone237",1,2,1,2,"in",2,1,0.5,1,2,1,0.5,1,2,2,"in","phone237",7.99136932113318e-05,"FALSE"
2517,NA,NA,0,2918210526315,10720684210525,NA,1,1,1,1,1,1,10,0,0,0,0,0,0,0,0,0,1,1,1,1,1,"phone344",1,1,1,1,"in",1,1,1,1,1,1,1,1,1,1,"in","phone344",0.000262123197903014,"FALSE"
5058,NA,NA,0,3118052631578,3892210526316,NA,1,1,1,1,1,1,7,0,0,0,0,0,0,1,0,0,0,1,1,1,1,"phone65",1,1,1,1,"za",1,1,1,1,1,1,1,1,1,1,"za","phone65",0.00185873605947955,"FALSE"
4257,18151881578947,30094122681502,72607526315789,19554789473684,28885810526315,NA,5,5,1,1,1,1,7,0,0,0,0,0,0,5,0,0,0,5,1,1,1,"phone101",3,1.66666666666667,1.66666666666667,2,"br",3,1.66666666666667,1.66666666666667,3,5,1,1,1,1.66666666666667,2,"br","phone101",0.000455443484680857,"FALSE"
2488,NA,NA,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,0.0295471658609031,"FALSE"
3906,11821830152,618661519639,77302947368421,15586558794756,27893070631970,384682750169,6540,269,24.3122676579926,5481,1,1,7,0,0,0,0,0,0,6540,0,0,0,408,16.0294117647059,0.659313725490196,541,"phone3",66,99.0909090909091,4.07575757575758,4931,"in",1916,3.4133611691023,0.140396659707724,1164,3455,1.89290882778582,0.0778581765557163,139,52.3484848484849,4931,"in","phone3",0.00986064843921312,"FALSE"
4497,37763736405,1107466479949,77302368421053,16990380853709,18256775383340,1212923504753,2048,127,16.1259842519685,387,1,1,8,0,0,0,0,0,0,0,2048,0,0,24,85.3333333333333,5.29166666666667,856,"phone28",14,146.285714285714,9.07142857142857,1035,"za",5,409.6,25.4,2044,358,5.72067039106145,0.354748603351955,68,25.5714285714286,1035,"za","phone28",0.0289870663189592,"TRUE"
5940,107712251339,1869220775691,77229684210526,24156591658391,14122450049652,7148426629487,718,265,2.70943396226415,23,1,1,8,0,0,0,0,0,0,0,718,0,0,208,3.45192307692308,1.27403846153846,43,"phone3",48,14.9583333333333,5.52083333333333,425,"in",195,3.68205128205128,1.35897435897436,178,570,1.25964912280702,0.464912280701754,11,11.875,425,"in","phone3",0.0035769078049524,"TRUE"
3641,678798245614,1051152803078,4072789473684,6259017543859,6108859649122,473684210,7,3,2.33333333333333,5,1,1,8,0,0,0,0,0,0,0,7,0,0,3,2.33333333333333,1,5,"phone4",2,3.5,1.5,6,"in",3,2.33333333333333,1,5,3,2.33333333333333,1,5,1.5,6,"in","phone4",0.000902942810942106,"FALSE"
6143,1288115789473,1213636113277,12881157894737,5284736842105,5267921052631,1478421052631,11,8,1.375,2,1,1,7,0,0,0,0,0,0,11,0,0,0,7,1.57142857142857,1.14285714285714,4,"phone46",6,1.83333333333333,1.33333333333333,4,"us",9,1.22222222222222,0.888888888888889,2,10,1.1,0.8,2,1.66666666666667,4,"us","phone46",0.0159991261391845,"FALSE"
3483,1649570175438,1630143190493,9897421052631,1298473684211,2446157894738,1649570175438,7,1,7,7,7,1,8,0,0,0,0,0,0,0,7,0,0,2,3.5,0.5,5,"phone22",2,3.5,0.5,5,"id",4,1.75,0.25,4,7,1,0.142857142857143,1,3.5,5,"id","phone22",3.35046858696381e-05,"FALSE"
2269,1299646616541,1680893167884,9097526315789,3544480263158,6844230263157,NA,8,8,1,1,1,1,8,0,0,0,0,0,0,0,8,0,0,8,1,1,1,"phone101",5,1.6,1.6,4,"in",7,1.14285714285714,1.14285714285714,2,8,1,1,1,1.6,4,"in","phone101",0.00102381091887411,"FALSE"
6144,309763897696,3170404618982,77131210526316,22028387559808,25529014354066,339713279013,250,11,22.7272727272727,239,1,1,7,0,0,0,0,0,0,250,0,0,0,91,2.74725274725275,0.120879120879121,15,"phone150",20,12.5,0.55,114,"in",49,5.10204081632653,0.224489795918367,58,231,1.08225108225108,0.0476190476190476,3,11.55,114,"in","phone150",0.00592993921946041,"FALSE"
2751,12376127819,195306746111,3465315789474,10171983805668,1408074898785,69473271413,281,26,10.8076923076923,59,1,1,9,0,0,0,0,0,0,0,0,281,0,1,281,26,281,"phone46",2,140.5,13,258,"au",7,40.1428571428571,3.71428571428571,60,8,35.125,3.25,217,4,258,"au","phone46",0.0779952426960181,"FALSE"
2630,4281000000000,NA,4281000000000,11389842105262,2089289473685,NA,2,2,1,1,1,1,7,0,0,0,0,0,0,2,0,0,0,2,1,1,1,"phone17",2,1,1,1,"in",1,2,2,2,2,1,1,1,1,1,"in","phone17",0.0059048036618446,"FALSE"
6474,35632157894736,47170423482319,71264315789473,3956210526314,33516578947368,68986684210526,3,2,1.5,2,1,1,8,0,0,0,0,0,0,0,3,0,0,2,1.5,1,2,"phone65",2,1.5,1,2,"cn",2,1.5,1,2,3,1,0.666666666666667,1,1.5,2,"cn","phone65",3.30058808603445e-05,"FALSE"
5992,17006415378,741997360430,77294157894737,13285574135338,22726138045112,736215282544,4546,175,25.9771428571429,507,1,1,7,0,0,0,0,0,0,4546,0,0,0,373,12.1876675603217,0.46916890080429,1273,"phone4",56,81.1785714285714,3.125,3227,"in",12,378.833333333333,14.5833333333333,2551,2686,1.69247952345495,0.0651526433358153,177,47.9642857142857,3227,"in","phone4",0.0132652633692809,"FALSE"
1909,9163962406015,21197703159035,64147736842105,7383105263157,51166763157894,16036934210526,8,4,2,5,1,1,7,0,0,0,0,0,0,8,0,0,0,7,1.14285714285714,0.571428571428571,2,"phone65",6,1.33333333333333,0.666666666666667,2,"id",3,2.66666666666667,1.33333333333333,6,8,1,0.5,1,1.33333333333333,2,"id","phone65",0.000140477161561645,"FALSE"
3034,NA,NA,0,10739052631579,174631578947,NA,1,1,1,1,1,1,4,0,0,0,1,0,0,0,0,0,0,1,1,1,1,"phone1489",1,1,1,1,"mx",1,1,1,1,1,1,1,1,1,1,"mx","phone1489",0.000251509054325956,"FALSE"
3191,NA,NA,0,2550947368420,4776842105264,NA,1,1,1,1,1,1,10,0,0,0,0,0,0,0,0,0,1,1,1,1,1,"phone46",1,1,1,1,"uk",1,1,1,1,1,1,1,1,1,1,"uk","phone46",0.00248756218905473,"FALSE"
5638,488539389875,4001273296516,76700684210526,18548717836257,21544169590643,3186202329594,158,36,4.38888888888889,62,1,1,7,0,0,0,0,0,0,158,0,0,0,70,2.25714285714286,0.514285714285714,10,"phone101",4,39.5,9,152,"za",51,3.09803921568627,0.705882352941177,31,128,1.234375,0.28125,8,32,152,"za","phone101",0.0281788121537558,"FALSE"
2053,2064184210526,2464862590777,4128368421052,6506684210525,63555894736842,3807105263158,3,2,1.5,2,1,1,8,0,0,0,0,0,0,0,3,0,0,1,3,2,3,"phone65",1,3,2,3,"cn",1,3,2,3,3,1,0.666666666666667,1,3,3,"cn","phone65",3.30058808603445e-05,"FALSE"
6600,343626794258,671397918566,11339684210526,6817554179566,2872201238390,724842105263,34,17,2,10,1,1,8,0,0,0,0,0,0,0,34,0,0,8,4.25,2.125,11,"phone6",5,6.8,3.4,13,"za",1,34,17,34,25,1.36,0.68,5,5,13,"za","phone6",0.00566599015274339,"FALSE"
650,628761904761,606189148556,13204000000000,5133161943319,3245878542510,2646210526315,22,13,1.69230769230769,6,1,1,6,0,0,0,0,0,22,0,0,0,0,11,2,1.18181818181818,6,"phone46",3,7.33333333333333,4.33333333333333,12,"ar",1,22,13,22,22,1,0.590909090909091,1,7.33333333333333,12,"ar","phone46",0.0312784391820999,"TRUE"
3838,15196913688,43615325747,13631631578947,3963055263158,4536834210526,220701168194,898,60,14.9666666666667,90,1,1,8,0,0,0,0,0,0,0,898,0,0,191,4.70157068062827,0.31413612565445,70,"phone33",73,12.3013698630137,0.821917808219178,262,"in",720,1.24722222222222,0.0833333333333333,68,633,1.41864139020537,0.0947867298578199,13,8.67123287671233,262,"in","phone33",0.00572428168840896,"FALSE"
4977,1264404659188,6661024524523,77128684210527,19732677033492,20016374401913,14970684210526,62,44,1.40909090909091,10,1,1,8,0,0,0,0,0,0,0,62,0,0,28,2.21428571428571,1.57142857142857,10,"phone4",8,7.75,5.5,35,"id",8,7.75,5.5,30,53,1.16981132075472,0.830188679245283,4,6.625,35,"id","phone4",0.00138551091655389,"FALSE"
3854,NA,NA,0,4896210526317,68427842105263,NA,1,1,1,1,1,1,8,0,0,0,0,0,0,0,1,0,0,1,1,1,1,"phone316",1,1,1,1,"in",1,1,1,1,1,1,1,1,1,1,"in","phone316",8.72448089338684e-05,"FALSE"
4305,11466035087719,25203085293930,68796210526316,14367359649122,26724412280701,315789474,7,6,1.16666666666667,2,1,1,8,0,0,0,0,0,0,0,7,0,0,3,2.33333333333333,2,5,"phone5",2,3.5,3,6,"in",1,7,6,7,6,1.16666666666667,1,2,3,6,"in","phone5",0.000355381166107622,"FALSE"
4966,48003961516,1267881439784,75894263157895,4381330143540,45985501829439,500229994340,1582,187,8.45989304812834,964,1,1,7,0,0,0,0,0,0,1582,0,0,0,271,5.83763837638376,0.690036900369004,138,"phone3",61,25.9344262295082,3.0655737704918,1042,"in",494,3.20242914979757,0.378542510121458,332,1159,1.36496980155306,0.161345987920621,27,19,1042,"in","phone3",0.00814933966472689,"FALSE"
3516,449605109264,4343795512656,76882473684211,5982646198830,42927229532163,2383585913312,172,36,4.77777777777778,21,1,1,7,0,0,0,0,0,0,172,0,0,0,78,2.20512820512821,0.461538461538462,11,"phone246",19,9.05263157894737,1.89473684210526,74,"in",78,2.20512820512821,0.461538461538462,34,152,1.13157894736842,0.236842105263158,3,8,74,"in","phone246",0.00338429827236663,"FALSE"
2345,NA,NA,0,674315789474,7330789473684,NA,1,1,1,1,1,1,7,0,0,0,0,0,0,1,0,0,0,1,1,1,1,"phone57",1,1,1,1,"in",1,1,1,1,1,1,1,1,1,1,"in","phone57",0.000204290091930541,"FALSE"
6292,2565710526316,3624592144215,5131421052632,8703543859648,4929280701754,NA,3,3,1,1,1,1,8,0,0,0,0,0,0,0,3,0,0,2,1.5,1.5,2,"phone187",1,3,3,3,"in",2,1.5,1.5,2,2,1.5,1.5,2,2,3,"in","phone187",0.000509193123859027,"FALSE"
728,12362260005,17158371730,13623210526315,2185928184948,2300582390555,521283502430,1103,107,10.3084112149533,141,1,1,4,0,0,0,1103,0,0,0,0,0,0,4,275.75,26.75,899,"phone46",29,38.0344827586207,3.68965517241379,440,"mx",4,275.75,26.75,1100,836,1.31937799043062,0.12799043062201,10,28.8275862068966,440,"mx","phone46",0.0628193768020336,"TRUE"
